launch_time,users,converted_users,event_time,busy,available
2023-12-21 11:34:00,3,0,2023-12-21 11:34:00,117,41
2023-12-21 11:35:00,7,3,2023-12-21 11:35:00,125,33
2023-12-21 11:36:00,5,0,2023-12-21 11:36:00,124,34
2023-12-21 11:37:00,1,0,2023-12-21 11:37:00,93,65
2023-12-21 11:38:00,9,1,2023-12-21 11:38:00,90,74
2023-12-21 11:39:00,6,3,2023-12-21 11:39:00,77,90
2023-12-21 11:40:00,6,3,2023-12-21 11:40:00,90,77
2023-12-21 11:41:00,6,2,2023-12-21 11:41:00,91,75
2023-12-21 11:42:00,6,1,2023-12-21 11:42:00,83,71
2023-12-21 11:43:00,5,1,2023-12-21 11:43:00,90,66
2023-12-21 11:44:00,13,1,2023-12-21 11:44:00,107,49
2023-12-21 11:45:00,8,0,2023-12-21 11:45:00,114,39
2023-12-21 11:46:00,7,3,2023-12-21 11:46:00,107,41
2023-12-21 11:47:00,3,1,2023-12-21 11:47:00,106,46
2023-12-21 11:48:00,9,1,2023-12-21 11:48:00,87,65
2023-12-21 11:49:00,4,1,2023-12-21 11:49:00,99,51
2023-12-21 11:50:00,3,0,2023-12-21 11:50:00,123,32
2023-12-21 11:51:00,7,1,2023-12-21 11:51:00,118,37
2023-12-21 11:52:00,9,0,2023-12-21 11:52:00,102,53
2023-12-21 11:53:00,7,1,2023-12-21 11:53:00,113,35
2023-12-21 11:54:00,7,2,2023-12-21 11:54:00,87,59
2023-12-21 11:55:00,13,2,2023-12-21 11:55:00,102,44
2023-12-21 11:56:00,3,1,2023-12-21 11:56:00,107,39
2023-12-21 11:57:00,8,5,2023-12-21 11:57:00,112,34
2023-12-21 11:58:00,3,1,2023-12-21 11:58:00,98,48
2023-12-21 11:59:00,4,0,2023-12-21 11:59:00,113,22
2023-12-21 12:00:00,3,0,2023-12-21 12:00:00,110,23
2023-12-21 12:01:00,6,2,2023-12-21 12:01:00,100,32
2023-12-21 12:02:00,3,1,2023-12-21 12:02:00,91,45
2023-12-21 12:03:00,4,1,2023-12-21 12:03:00,107,29
2023-12-21 12:04:00,5,1,2023-12-21 12:04:00,99,36
2023-12-21 12:05:00,6,3,2023-12-21 12:05:00,112,30
2023-12-21 12:06:00,8,2,2023-12-21 12:06:00,117,24
2023-12-21 12:07:00,4,0,2023-12-21 12:07:00,111,31
2023-12-21 12:08:00,7,1,2023-12-21 12:08:00,108,34
2023-12-21 12:09:00,8,3,2023-12-21 12:09:00,104,36
2023-12-21 12:10:00,9,0,2023-12-21 12:10:00,93,48
2023-12-21 12:11:00,8,2,2023-12-21 12:11:00,106,23
2023-12-21 12:12:00,5,0,2023-12-21 12:12:00,99,23
2023-12-21 12:13:00,9,2,2023-12-21 12:13:00,88,25
2023-12-21 12:14:00,10,2,2023-12-21 12:14:00,88,32
2023-12-21 12:15:00,11,2,2023-12-21 12:15:00,92,28
2023-12-21 12:16:00,4,0,2023-12-21 12:16:00,93,25
2023-12-21 12:17:00,8,0,2023-12-21 12:17:00,92,25
2023-12-21 12:18:00,4,1,2023-12-21 12:18:00,95,28
2023-12-21 12:19:00,6,3,2023-12-21 12:19:00,95,32
2023-12-21 12:20:00,8,2,2023-12-21 12:20:00,91,36
2023-12-21 12:21:00,4,1,2023-12-21 12:21:00,91,34
2023-12-21 12:22:00,6,4,2023-12-21 12:22:00,91,34
2023-12-21 12:23:00,8,0,2023-12-21 12:23:00,92,33
2023-12-21 12:24:00,8,3,2023-12-21 12:24:00,86,39
2023-12-21 12:25:00,9,3,2023-12-21 12:25:00,82,44
2023-12-21 12:26:00,7,3,2023-12-21 12:26:00,80,46
2023-12-21 12:27:00,9,4,2023-12-21 12:27:00,80,45
2023-12-21 12:28:00,7,1,2023-12-21 12:28:00,91,35
2023-12-21 12:29:00,10,4,2023-12-21 12:29:00,87,39
2023-12-21 12:30:00,1,0,2023-12-21 12:30:00,87,38
2023-12-21 12:31:00,4,2,2023-12-21 12:31:00,86,39
2023-12-21 12:32:00,3,1,2023-12-21 12:32:00,94,32
2023-12-21 12:33:00,4,3,2023-12-21 12:33:00,97,30
2023-12-21 12:34:00,5,0,2023-12-21 12:34:00,95,35
2023-12-21 12:35:00,8,4,2023-12-21 12:35:00,93,37
2023-12-21 12:36:00,4,2,2023-12-21 12:36:00,95,36
2023-12-21 12:37:00,10,2,2023-12-21 12:37:00,94,37
2023-12-21 12:38:00,8,2,2023-12-21 12:38:00,73,54
2023-12-21 12:39:00,8,0,2023-12-21 12:39:00,83,45
2023-12-21 12:40:00,9,1,2023-12-21 12:40:00,93,34
2023-12-21 12:41:00,3,0,2023-12-21 12:41:00,93,35
2023-12-21 12:42:00,4,0,2023-12-21 12:42:00,95,33
2023-12-21 12:43:00,5,1,2023-12-21 12:43:00,80,48
2023-12-21 12:44:00,7,2,2023-12-21 12:44:00,92,37
2023-12-21 12:45:00,7,1,2023-12-21 12:45:00,89,41
2023-12-21 12:46:00,6,1,2023-12-21 12:46:00,76,46
2023-12-21 12:47:00,6,1,2023-12-21 12:47:00,80,45
2023-12-21 12:48:00,8,0,2023-12-21 12:48:00,83,42
2023-12-21 12:49:00,10,5,2023-12-21 12:49:00,83,43
2023-12-21 12:50:00,8,2,2023-12-21 12:50:00,88,37
2023-12-21 12:51:00,3,1,2023-12-21 12:51:00,87,33
2023-12-21 12:52:00,6,1,2023-12-21 12:52:00,89,32
2023-12-21 12:53:00,9,1,2023-12-21 12:53:00,89,31
2023-12-21 12:54:00,8,1,2023-12-21 12:54:00,88,32
2023-12-21 12:55:00,3,0,2023-12-21 12:55:00,87,33
2023-12-21 12:56:00,13,2,2023-12-21 12:56:00,82,33
2023-12-21 12:57:00,5,0,2023-12-21 12:57:00,79,36
2023-12-21 12:58:00,4,0,2023-12-21 12:58:00,79,36
2023-12-21 12:59:00,6,1,2023-12-21 12:59:00,81,34
2023-12-21 13:00:00,2,0,2023-12-21 13:00:00,80,33
2023-12-21 13:01:00,3,0,2023-12-21 13:01:00,83,30
2023-12-21 13:02:00,7,2,2023-12-21 13:02:00,76,28
2023-12-21 13:03:00,8,4,2023-12-21 13:03:00,64,31
2023-12-21 13:04:00,7,3,2023-12-21 13:04:00,67,30
2023-12-21 13:05:00,8,0,2023-12-21 13:05:00,69,29
2023-12-21 13:06:00,6,1,2023-12-21 13:06:00,66,31
2023-12-21 13:07:00,8,1,2023-12-21 13:07:00,70,30
2023-12-21 13:08:00,9,2,2023-12-21 13:08:00,68,29
2023-12-21 13:09:00,4,0,2023-12-21 13:09:00,65,32
2023-12-21 13:10:00,8,2,2023-12-21 13:10:00,68,29
2023-12-21 13:11:00,7,0,2023-12-21 13:11:00,66,31
2023-12-21 13:12:00,10,2,2023-12-21 13:12:00,74,20
2023-12-21 13:13:00,3,0,2023-12-21 13:13:00,73,21
2023-12-21 13:14:00,7,1,2023-12-21 13:14:00,77,18
2023-12-21 13:15:00,4,3,2023-12-21 13:15:00,72,26
2023-12-21 13:16:00,4,1,2023-12-21 13:16:00,69,29
2023-12-21 13:17:00,8,2,2023-12-21 13:17:00,67,31
2023-12-21 13:18:00,8,2,2023-12-21 13:18:00,67,30
2023-12-21 13:19:00,6,3,2023-12-21 13:19:00,64,26
2023-12-21 13:20:00,6,2,2023-12-21 13:20:00,61,29
2023-12-21 13:21:00,8,2,2023-12-21 13:21:00,61,35
2023-12-21 13:22:00,5,0,2023-12-21 13:22:00,55,45
2023-12-21 13:23:00,5,3,2023-12-21 13:23:00,49,49
2023-12-21 13:24:00,2,1,2023-12-21 13:24:00,57,41
2023-12-21 13:25:00,8,0,2023-12-21 13:25:00,62,37
2023-12-21 13:26:00,11,5,2023-12-21 13:26:00,73,26
2023-12-21 13:27:00,4,1,2023-12-21 13:27:00,79,19
2023-12-21 13:28:00,6,4,2023-12-21 13:28:00,57,41
2023-12-21 13:29:00,9,2,2023-12-21 13:29:00,63,35
2023-12-21 13:30:00,5,1,2023-12-21 13:30:00,77,20
2023-12-21 13:31:00,14,2,2023-12-21 13:31:00,73,25
2023-12-21 13:32:00,5,0,2023-12-21 13:32:00,68,30
2023-12-21 13:33:00,6,2,2023-12-21 13:33:00,68,30
2023-12-21 13:34:00,6,1,2023-12-21 13:34:00,78,25
2023-12-21 13:35:00,5,3,2023-12-21 13:35:00,77,28
2023-12-21 13:36:00,11,1,2023-12-21 13:36:00,77,27
2023-12-21 13:37:00,10,0,2023-12-21 13:37:00,78,25
2023-12-21 13:38:00,8,1,2023-12-21 13:38:00,75,29
2023-12-21 13:39:00,6,2,2023-12-21 13:39:00,74,30
2023-12-21 13:40:00,11,1,2023-12-21 13:40:00,77,27
2023-12-21 13:41:00,7,2,2023-12-21 13:41:00,79,24
2023-12-21 13:42:00,13,3,2023-12-21 13:42:00,79,23
2023-12-21 13:43:00,6,1,2023-12-21 13:43:00,70,33
2023-12-21 13:44:00,12,2,2023-12-21 13:44:00,54,51
2023-12-21 13:45:00,5,1,2023-12-21 13:45:00,52,54
2023-12-21 13:46:00,9,2,2023-12-21 13:46:00,59,52
2023-12-21 13:47:00,9,1,2023-12-21 13:47:00,63,49
2023-12-21 13:48:00,4,0,2023-12-21 13:48:00,63,49
2023-12-21 13:49:00,6,1,2023-12-21 13:49:00,69,43
2023-12-21 13:50:00,7,1,2023-12-21 13:50:00,72,40
2023-12-21 13:51:00,6,3,2023-12-21 13:51:00,71,40
2023-12-21 13:52:00,7,1,2023-12-21 13:52:00,59,53
2023-12-21 13:53:00,6,1,2023-12-21 13:53:00,60,52
2023-12-21 13:54:00,4,1,2023-12-21 13:54:00,67,45
2023-12-21 13:55:00,8,1,2023-12-21 13:55:00,62,51
2023-12-21 13:56:00,7,2,2023-12-21 13:56:00,64,46
2023-12-21 13:57:00,7,1,2023-12-21 13:57:00,64,45
2023-12-21 13:58:00,11,4,2023-12-21 13:58:00,57,43
2023-12-21 13:59:00,8,3,2023-12-21 13:59:00,59,36
2023-12-21 14:00:00,10,1,2023-12-21 14:00:00,59,38
2023-12-21 14:01:00,4,1,2023-12-21 14:01:00,52,46
2023-12-21 14:02:00,13,5,2023-12-21 14:02:00,68,31
2023-12-21 14:03:00,5,1,2023-12-21 14:03:00,67,32
2023-12-21 14:04:00,9,2,2023-12-21 14:04:00,63,37
2023-12-21 14:05:00,6,0,2023-12-21 14:05:00,62,44
2023-12-21 14:06:00,9,2,2023-12-21 14:06:00,65,38
2023-12-21 14:07:00,14,3,2023-12-21 14:07:00,63,37
2023-12-21 14:08:00,7,1,2023-12-21 14:08:00,57,43
2023-12-21 14:09:00,9,1,2023-12-21 14:09:00,74,35
2023-12-21 14:10:00,8,1,2023-12-21 14:10:00,66,42
2023-12-21 14:11:00,12,5,2023-12-21 14:11:00,67,41
2023-12-21 14:12:00,9,0,2023-12-21 14:12:00,68,40
2023-12-21 14:13:00,10,3,2023-12-21 14:13:00,70,41
2023-12-21 14:14:00,4,1,2023-12-21 14:14:00,68,42
2023-12-21 14:15:00,4,2,2023-12-21 14:15:00,71,39
2023-12-21 14:16:00,6,2,2023-12-21 14:16:00,71,39
2023-12-21 14:17:00,5,2,2023-12-21 14:17:00,75,37
2023-12-21 14:18:00,5,2,2023-12-21 14:18:00,72,41
2023-12-21 14:19:00,3,1,2023-12-21 14:19:00,69,44
2023-12-21 14:20:00,5,0,2023-12-21 14:20:00,70,43
2023-12-21 14:21:00,6,1,2023-12-21 14:21:00,67,46
2023-12-21 14:22:00,9,1,2023-12-21 14:22:00,70,40
2023-12-21 14:23:00,11,2,2023-12-21 14:23:00,72,38
2023-12-21 14:24:00,8,3,2023-12-21 14:24:00,79,32
2023-12-21 14:25:00,7,2,2023-12-21 14:25:00,76,36
2023-12-21 14:26:00,2,0,2023-12-21 14:26:00,72,40
2023-12-21 14:27:00,2,0,2023-12-21 14:27:00,78,33
2023-12-21 14:28:00,5,3,2023-12-21 14:28:00,80,33
2023-12-21 14:29:00,11,1,2023-12-21 14:29:00,74,40
2023-12-21 14:30:00,14,5,2023-12-21 14:30:00,77,37
2023-12-21 14:31:00,4,1,2023-12-21 14:31:00,81,37
2023-12-21 14:32:00,5,2,2023-12-21 14:32:00,84,30
2023-12-21 14:33:00,9,1,2023-12-21 14:33:00,84,30
2023-12-21 14:34:00,8,3,2023-12-21 14:34:00,92,22
2023-12-21 14:35:00,11,2,2023-12-21 14:35:00,91,23
2023-12-21 14:36:00,3,1,2023-12-21 14:36:00,92,20
2023-12-21 14:37:00,14,5,2023-12-21 14:37:00,88,22
2023-12-21 14:38:00,8,4,2023-12-21 14:38:00,88,23
2023-12-21 14:39:00,10,2,2023-12-21 14:39:00,86,24
2023-12-21 14:40:00,5,0,2023-12-21 14:40:00,84,27
2023-12-21 14:41:00,7,0,2023-12-21 14:41:00,82,30
2023-12-21 14:42:00,9,3,2023-12-21 14:42:00,91,22
2023-12-21 14:43:00,5,2,2023-12-21 14:43:00,83,23
2023-12-21 14:44:00,7,0,2023-12-21 14:44:00,83,22
2023-12-21 14:45:00,9,2,2023-12-21 14:45:00,84,22
2023-12-21 14:46:00,5,1,2023-12-21 14:46:00,84,24
2023-12-21 14:47:00,10,2,2023-12-21 14:47:00,82,26
2023-12-21 14:48:00,6,4,2023-12-21 14:48:00,89,20
2023-12-21 14:49:00,9,7,2023-12-21 14:49:00,87,23
2023-12-21 14:50:00,7,3,2023-12-21 14:50:00,88,21
2023-12-21 14:51:00,8,0,2023-12-21 14:51:00,86,23
2023-12-21 14:52:00,9,5,2023-12-21 14:52:00,82,29
2023-12-21 14:53:00,7,0,2023-12-21 14:53:00,81,29
2023-12-21 14:54:00,16,7,2023-12-21 14:54:00,60,44
2023-12-21 14:55:00,11,2,2023-12-21 14:55:00,65,43
2023-12-21 14:56:00,8,5,2023-12-21 14:56:00,70,38
2023-12-21 14:57:00,15,6,2023-12-21 14:57:00,68,38
2023-12-21 14:58:00,10,3,2023-12-21 14:58:00,56,47
2023-12-21 14:59:00,9,1,2023-12-21 14:59:00,62,36
2023-12-21 15:00:00,4,0,2023-12-21 15:00:00,68,31
2023-12-21 15:01:00,11,3,2023-12-21 15:01:00,73,30
2023-12-21 15:02:00,5,1,2023-12-21 15:02:00,65,34
2023-12-21 15:03:00,5,1,2023-12-21 15:03:00,58,38
2023-12-21 15:04:00,6,4,2023-12-21 15:04:00,65,31
2023-12-21 15:05:00,6,1,2023-12-21 15:05:00,82,15
2023-12-21 15:06:00,12,1,2023-12-21 15:06:00,86,11
2023-12-21 15:07:00,7,3,2023-12-21 15:07:00,87,10
2023-12-21 15:08:00,11,0,2023-12-21 15:08:00,77,20
2023-12-21 15:09:00,12,1,2023-12-21 15:09:00,84,13
2023-12-21 15:10:00,5,2,2023-12-21 15:10:00,89,6
2023-12-21 15:11:00,13,4,2023-12-21 15:11:00,79,18
2023-12-21 15:12:00,13,3,2023-12-21 15:12:00,87,12
2023-12-21 15:13:00,8,2,2023-12-21 15:13:00,79,20
2023-12-21 15:14:00,6,1,2023-12-21 15:14:00,81,17
2023-12-21 15:15:00,3,2,2023-12-21 15:15:00,76,20
2023-12-21 15:16:00,6,3,2023-12-21 15:16:00,66,30
2023-12-21 15:17:00,10,3,2023-12-21 15:17:00,68,28
2023-12-21 15:18:00,9,2,2023-12-21 15:18:00,67,29
2023-12-21 15:19:00,4,1,2023-12-21 15:19:00,60,36
2023-12-21 15:20:00,8,4,2023-12-21 15:20:00,69,31
2023-12-21 15:21:00,9,2,2023-12-21 15:21:00,83,23
2023-12-21 15:22:00,13,2,2023-12-21 15:22:00,81,23
2023-12-21 15:23:00,7,4,2023-12-21 15:23:00,79,26
2023-12-21 15:24:00,9,2,2023-12-21 15:24:00,73,33
2023-12-21 15:25:00,9,1,2023-12-21 15:25:00,87,20
2023-12-21 15:26:00,6,1,2023-12-21 15:26:00,76,30
2023-12-21 15:27:00,10,2,2023-12-21 15:27:00,72,32
2023-12-21 15:28:00,6,0,2023-12-21 15:28:00,87,16
2023-12-21 15:29:00,7,3,2023-12-21 15:29:00,78,21
2023-12-21 15:30:00,8,2,2023-12-21 15:30:00,72,26
2023-12-21 15:31:00,9,0,2023-12-21 15:31:00,67,31
2023-12-21 15:32:00,8,2,2023-12-21 15:32:00,73,27
2023-12-21 15:33:00,12,2,2023-12-21 15:33:00,67,39
2023-12-21 15:34:00,11,2,2023-12-21 15:34:00,78,26
2023-12-21 15:35:00,9,1,2023-12-21 15:35:00,87,18
2023-12-21 15:36:00,9,3,2023-12-21 15:36:00,80,24
2023-12-21 15:37:00,5,0,2023-12-21 15:37:00,83,23
2023-12-21 15:38:00,6,1,2023-12-21 15:38:00,88,17
2023-12-21 15:39:00,6,0,2023-12-21 15:39:00,91,13
2023-12-21 15:40:00,5,2,2023-12-21 15:40:00,84,18
2023-12-21 15:41:00,9,1,2023-12-21 15:41:00,81,21
2023-12-21 15:42:00,16,6,2023-12-21 15:42:00,72,26
2023-12-21 15:43:00,11,3,2023-12-21 15:43:00,82,18
2023-12-21 15:44:00,1,0,2023-12-21 15:44:00,85,18
2023-12-21 15:45:00,6,1,2023-12-21 15:45:00,69,34
2023-12-21 15:46:00,7,0,2023-12-21 15:46:00,75,27
2023-12-21 15:47:00,6,2,2023-12-21 15:47:00,80,22
2023-12-21 15:48:00,8,2,2023-12-21 15:48:00,83,19
2023-12-21 15:49:00,7,1,2023-12-21 15:49:00,79,23
2023-12-21 15:50:00,9,4,2023-12-21 15:50:00,63,39
2023-12-21 15:51:00,8,4,2023-12-21 15:51:00,57,47
2023-12-21 15:52:00,3,0,2023-12-21 15:52:00,76,26
2023-12-21 15:53:00,7,0,2023-12-21 15:53:00,73,28
2023-12-21 15:54:00,2,0,2023-12-21 15:54:00,73,28
2023-12-21 15:55:00,6,1,2023-12-21 15:55:00,72,31
2023-12-21 15:56:00,6,1,2023-12-21 15:56:00,71,30
2023-12-21 15:57:00,7,3,2023-12-21 15:57:00,79,22
2023-12-21 15:58:00,6,2,2023-12-21 15:58:00,74,27
2023-12-21 15:59:00,15,2,2023-12-21 15:59:00,82,20
2023-12-21 16:00:00,5,0,2023-12-21 16:00:00,88,12
2023-12-21 16:01:00,8,3,2023-12-21 16:01:00,84,16
2023-12-21 16:02:00,4,1,2023-12-21 16:02:00,64,36
2023-12-21 16:03:00,9,2,2023-12-21 16:03:00,72,28
2023-12-21 16:04:00,9,1,2023-12-21 16:04:00,84,16
2023-12-21 16:05:00,10,6,2023-12-21 16:05:00,72,28
2023-12-21 16:06:00,9,3,2023-12-21 16:06:00,78,22
2023-12-21 16:07:00,9,2,2023-12-21 16:07:00,65,28
2023-12-21 16:08:00,9,2,2023-12-21 16:08:00,62,30
2023-12-21 16:09:00,7,1,2023-12-21 16:09:00,79,25
2023-12-21 16:10:00,6,2,2023-12-21 16:10:00,79,24
2023-12-21 16:11:00,11,2,2023-12-21 16:11:00,81,22
2023-12-21 16:12:00,9,4,2023-12-21 16:12:00,74,28
2023-12-21 16:13:00,3,0,2023-12-21 16:13:00,73,28
2023-12-21 16:14:00,6,2,2023-12-21 16:14:00,66,35
2023-12-21 16:15:00,7,1,2023-12-21 16:15:00,85,16
2023-12-21 16:16:00,8,1,2023-12-21 16:16:00,85,16
2023-12-21 16:17:00,6,0,2023-12-21 16:17:00,76,13
2023-12-21 16:18:00,8,0,2023-12-21 16:18:00,70,28
2023-12-21 16:19:00,8,1,2023-12-21 16:19:00,85,14
2023-12-21 16:20:00,13,2,2023-12-21 16:20:00,79,23
2023-12-21 16:21:00,9,2,2023-12-21 16:21:00,74,25
2023-12-21 16:22:00,7,2,2023-12-21 16:22:00,68,31
2023-12-21 16:23:00,5,1,2023-12-21 16:23:00,66,33
2023-12-21 16:24:00,9,0,2023-12-21 16:24:00,73,25
2023-12-21 16:25:00,6,2,2023-12-21 16:25:00,75,23
2023-12-21 16:26:00,3,0,2023-12-21 16:26:00,77,21
2023-12-21 16:27:00,1,0,2023-12-21 16:27:00,73,22
2023-12-21 16:28:00,6,2,2023-12-21 16:28:00,69,26
2023-12-21 16:29:00,8,4,2023-12-21 16:29:00,63,32
2023-12-21 16:30:00,7,3,2023-12-21 16:30:00,62,38
2023-12-21 16:31:00,6,2,2023-12-21 16:31:00,72,28
2023-12-21 16:32:00,6,0,2023-12-21 16:32:00,57,43
2023-12-21 16:33:00,4,0,2023-12-21 16:33:00,65,35
2023-12-21 16:34:00,3,0,2023-12-21 16:34:00,68,31
2023-12-21 16:35:00,8,2,2023-12-21 16:35:00,72,26
2023-12-21 16:36:00,7,2,2023-12-21 16:36:00,63,38
2023-12-21 16:37:00,9,1,2023-12-21 16:37:00,71,30
2023-12-21 16:38:00,6,0,2023-12-21 16:38:00,70,33
2023-12-21 16:39:00,7,2,2023-12-21 16:39:00,75,28
2023-12-21 16:40:00,8,4,2023-12-21 16:40:00,74,27
2023-12-21 16:41:00,10,1,2023-12-21 16:41:00,63,38
2023-12-21 16:42:00,12,0,2023-12-21 16:42:00,64,39
2023-12-21 16:43:00,7,1,2023-12-21 16:43:00,81,20
2023-12-21 16:44:00,3,2,2023-12-21 16:44:00,64,36
2023-12-21 16:45:00,9,1,2023-12-21 16:45:00,72,24
2023-12-21 16:46:00,9,3,2023-12-21 16:46:00,73,23
2023-12-21 16:47:00,15,3,2023-12-21 16:47:00,70,29
2023-12-21 16:48:00,9,2,2023-12-21 16:48:00,77,24
2023-12-21 16:49:00,12,3,2023-12-21 16:49:00,82,18
2023-12-21 16:50:00,6,0,2023-12-21 16:50:00,85,15
2023-12-21 16:51:00,6,0,2023-12-21 16:51:00,82,23
2023-12-21 16:52:00,7,1,2023-12-21 16:52:00,76,28
2023-12-21 16:53:00,7,4,2023-12-21 16:53:00,83,22
2023-12-21 16:54:00,9,1,2023-12-21 16:54:00,82,22
2023-12-21 16:55:00,5,1,2023-12-21 16:55:00,81,25
2023-12-21 16:56:00,7,0,2023-12-21 16:56:00,75,26
2023-12-21 16:57:00,10,0,2023-12-21 16:57:00,70,32
2023-12-21 16:58:00,6,1,2023-12-21 16:58:00,81,22
2023-12-21 16:59:00,5,1,2023-12-21 16:59:00,83,20
2023-12-21 17:00:00,4,0,2023-12-21 17:00:00,84,16
2023-12-21 17:01:00,16,4,2023-12-21 17:01:00,80,21
2023-12-21 17:02:00,10,2,2023-12-21 17:02:00,73,28
2023-12-21 17:03:00,6,1,2023-12-21 17:03:00,83,15
2023-12-21 17:04:00,15,4,2023-12-21 17:04:00,83,17
2023-12-21 17:05:00,10,3,2023-12-21 17:05:00,86,14
2023-12-21 17:06:00,12,4,2023-12-21 17:06:00,85,15
2023-12-21 17:07:00,7,1,2023-12-21 17:07:00,67,32
2023-12-21 17:08:00,7,0,2023-12-21 17:08:00,67,33
2023-12-21 17:09:00,4,1,2023-12-21 17:09:00,80,23
2023-12-21 17:10:00,4,1,2023-12-21 17:10:00,89,15
2023-12-21 17:11:00,3,2,2023-12-21 17:11:00,85,16
2023-12-21 17:12:00,10,1,2023-12-21 17:12:00,84,17
2023-12-21 17:13:00,11,2,2023-12-21 17:13:00,80,21
2023-12-21 17:14:00,10,3,2023-12-21 17:14:00,83,18
2023-12-21 17:15:00,11,3,2023-12-21 17:15:00,82,19
2023-12-21 17:16:00,13,1,2023-12-21 17:16:00,76,24
2023-12-21 17:17:00,6,1,2023-12-21 17:17:00,87,14
2023-12-21 17:18:00,7,3,2023-12-21 17:18:00,81,20
2023-12-21 17:19:00,7,2,2023-12-21 17:19:00,76,25
2023-12-21 17:20:00,9,0,2023-12-21 17:20:00,72,27
2023-12-21 17:21:00,6,1,2023-12-21 17:21:00,83,15
2023-12-21 17:22:00,5,2,2023-12-21 17:22:00,81,16
2023-12-21 17:23:00,9,2,2023-12-21 17:23:00,75,23
2023-12-21 17:24:00,6,1,2023-12-21 17:24:00,85,13
2023-12-21 17:25:00,8,1,2023-12-21 17:25:00,83,14
2023-12-21 17:26:00,6,2,2023-12-21 17:26:00,85,12
2023-12-21 17:27:00,6,2,2023-12-21 17:27:00,88,9
2023-12-21 17:28:00,6,1,2023-12-21 17:28:00,89,8
2023-12-21 17:29:00,5,0,2023-12-21 17:29:00,74,25
2023-12-21 17:30:00,8,2,2023-12-21 17:30:00,78,23
2023-12-21 17:31:00,10,2,2023-12-21 17:31:00,87,19
2023-12-21 17:32:00,8,2,2023-12-21 17:32:00,87,19
2023-12-21 17:33:00,7,4,2023-12-21 17:33:00,89,17
2023-12-21 17:34:00,7,4,2023-12-21 17:34:00,82,23
2023-12-21 17:35:00,12,3,2023-12-21 17:35:00,84,21
2023-12-21 17:36:00,10,3,2023-12-21 17:36:00,83,21
2023-12-21 17:37:00,7,2,2023-12-21 17:37:00,90,11
2023-12-21 17:38:00,10,1,2023-12-21 17:38:00,93,11
2023-12-21 17:39:00,6,1,2023-12-21 17:39:00,76,28
2023-12-21 17:40:00,8,2,2023-12-21 17:40:00,68,37
2023-12-21 17:41:00,12,4,2023-12-21 17:41:00,76,28
2023-12-21 17:42:00,7,1,2023-12-21 17:42:00,79,25
2023-12-21 17:43:00,7,5,2023-12-21 17:43:00,72,30
2023-12-21 17:44:00,6,1,2023-12-21 17:44:00,80,22
2023-12-21 17:45:00,7,3,2023-12-21 17:45:00,73,29
2023-12-21 17:46:00,5,2,2023-12-21 17:46:00,74,28
2023-12-21 17:47:00,10,3,2023-12-21 17:47:00,77,25
2023-12-21 17:48:00,9,4,2023-12-21 17:48:00,80,23
2023-12-21 17:49:00,9,2,2023-12-21 17:49:00,76,26
2023-12-21 17:50:00,5,3,2023-12-21 17:50:00,87,16
2023-12-21 17:51:00,4,2,2023-12-21 17:51:00,80,22
2023-12-21 17:52:00,2,0,2023-12-21 17:52:00,68,34
2023-12-21 17:53:00,6,2,2023-12-21 17:53:00,69,33
2023-12-21 17:54:00,8,3,2023-12-21 17:54:00,71,31
2023-12-21 17:55:00,5,0,2023-12-21 17:55:00,67,36
2023-12-21 17:56:00,10,3,2023-12-21 17:56:00,61,38
2023-12-21 17:57:00,9,3,2023-12-21 17:57:00,58,41
2023-12-21 17:58:00,5,1,2023-12-21 17:58:00,73,26
2023-12-21 17:59:00,8,0,2023-12-21 17:59:00,80,19
2023-12-21 18:00:00,7,2,2023-12-21 18:00:00,85,14
2023-12-21 18:01:00,7,2,2023-12-21 18:01:00,70,30
2023-12-21 18:02:00,2,1,2023-12-21 18:02:00,77,26
2023-12-21 18:03:00,9,3,2023-12-21 18:03:00,89,13
2023-12-21 18:04:00,8,3,2023-12-21 18:04:00,90,15
2023-12-21 18:05:00,6,1,2023-12-21 18:05:00,87,21
2023-12-21 18:06:00,5,0,2023-12-21 18:06:00,83,25
2023-12-21 18:07:00,9,2,2023-12-21 18:07:00,76,31
2023-12-21 18:08:00,4,0,2023-12-21 18:08:00,89,29
2023-12-21 18:09:00,9,2,2023-12-21 18:09:00,76,42
2023-12-21 18:10:00,13,2,2023-12-21 18:10:00,77,41
2023-12-21 18:11:00,9,4,2023-12-21 18:11:00,81,38
2023-12-21 18:12:00,4,0,2023-12-21 18:12:00,76,43
2023-12-21 18:13:00,7,1,2023-12-21 18:13:00,88,29
2023-12-21 18:14:00,8,1,2023-12-21 18:14:00,93,24
2023-12-21 18:15:00,8,4,2023-12-21 18:15:00,94,21
2023-12-21 18:16:00,7,2,2023-12-21 18:16:00,86,29
2023-12-21 18:17:00,13,2,2023-12-21 18:17:00,85,30
2023-12-21 18:18:00,6,1,2023-12-21 18:18:00,89,27
2023-12-21 18:19:00,8,1,2023-12-21 18:19:00,87,28
2023-12-21 18:20:00,8,1,2023-12-21 18:20:00,90,28
2023-12-21 18:21:00,7,3,2023-12-21 18:21:00,79,41
2023-12-21 18:22:00,10,4,2023-12-21 18:22:00,74,47
2023-12-21 18:23:00,11,2,2023-12-21 18:23:00,73,48
2023-12-21 18:25:00,8,4,2023-12-21 18:25:00,100,19
